age,workclass,marital_status,occupation,race,sex,native_country,income
40-44,Private,Divorced,Prof-specialty,White,Female,United-States,0
40-44,Private,Divorced,Prof-specialty,White,Female,United-States,0
40-44,Private,Divorced,Prof-specialty,White,Female,United-States,0
40-44,Private,Divorced,Prof-specialty,White,Female,United-States,0
40-44,Private,Divorced,Prof-specialty,White,Female,United-States,0
45-49,Private,Divorced,Prof-specialty,White,Female,United-States,0
45-49,Private,Divorced,Prof-specialty,White,Female,United-States,0
45-49,Private,Divorced,Prof-specialty,White,Female,United-States,0
50-54,Private,Divorced,Prof-specialty,White,Female,United-States,0
50-54,Private,Divorced,Prof-specialty,White,Female,United-States,0
50-54,Private,Divorced,Prof-specialty,White,Female,United-States,0
50-54,Private,Divorced,Prof-specialty,White,Female,United-States,1
50-54,Private,Divorced,Prof-specialty,White,Female,United-States,1
55-59,Private,Divorced,Prof-specialty,White,Female,United-States,0
55-59,Private,Divorced,Prof-specialty,White,Female,United-States,1
55-59,Private,Divorced,Prof-specialty,White,Female,United-States,0
50-59,Private,Divorced,Prof-specialty,White,Female,United-States,0
50-59,Private,Divorced,Prof-specialty,White,Female,United-States,0
50-59,Private,Divorced,Prof-specialty,White,Female,United-States,0
50-59,Private,Divorced,Prof-specialty,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Prof-specialty,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Prof-specialty,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Prof-specialty,White,Female,United-States,0
55-59,Self-emp-not-inc,Divorced,Prof-specialty,White,Female,United-States,0
55-59,Self-emp-not-inc,Divorced,Prof-specialty,White,Female,United-States,0
55-59,Self-emp-not-inc,Divorced,Prof-specialty,White,Female,United-States,0
40-59,Non-Government,Divorced,Machine-op-inspct,White,Female,North America,0
40-59,Non-Government,Divorced,Machine-op-inspct,White,Female,North America,0
40-59,Non-Government,Divorced,Machine-op-inspct,White,Female,North America,0
40-59,Non-Government,Divorced,Machine-op-inspct,White,Female,North America,0
40-59,Non-Government,Divorced,Machine-op-inspct,White,Female,North America,0
40-59,Non-Government,Divorced,Machine-op-inspct,White,Female,North America,0
40-59,Non-Government,Divorced,Machine-op-inspct,White,Female,North America,0
40-59,Non-Government,Divorced,Machine-op-inspct,White,Female,North America,0
40-59,Non-Government,Divorced,Machine-op-inspct,White,Female,North America,0
40-49,Private,Divorced,Prof-specialty,White,Female,United-States,0
40-49,Private,Divorced,Prof-specialty,White,Female,United-States,0
40-49,Private,Divorced,Prof-specialty,White,Female,United-States,0
40-49,Private,Divorced,Prof-specialty,White,Female,United-States,0
40-49,Private,Divorced,Prof-specialty,White,Female,United-States,1
40-49,Private,Divorced,Technical,White,Female,United-States,1
40-49,Private,Divorced,Technical,White,Female,United-States,0
40-49,Private,Divorced,Technical,White,Female,United-States,0
40-49,Private,Divorced,Technical,White,Female,United-States,0
40-49,Private,Divorced,Technical,White,Female,United-States,0
40-49,Private,Divorced,Technical,White,Female,United-States,0
40-49,Private,Divorced,Technical,White,Female,United-States,0
40-49,Private,Divorced,Technical,White,Female,United-States,0
40-49,Private,Divorced,Technical,White,Female,United-States,0
40-49,Private,Divorced,Technical,White,Female,United-States,0
40-49,Private,Divorced,Technical,White,Female,United-States,1
40-44,Private,Divorced,Technical,White,Female,United-States,0
40-44,Private,Divorced,Technical,White,Female,United-States,0
40-44,Private,Divorced,Technical,White,Female,United-States,0
40-44,Private,Divorced,Technical,White,Female,United-States,0
40-44,Private,Divorced,Technical,White,Female,United-States,0
40-44,Private,Divorced,Technical,White,Female,United-States,0
40-44,Private,Divorced,Technical,White,Female,United-States,0
40-44,Private,Divorced,Technical,White,Female,United-States,0
40-44,Private,Divorced,Technical,White,Female,United-States,0
45-49,Private,Divorced,Technical,White,Female,United-States,0
45-49,Private,Divorced,Technical,White,Female,United-States,0
45-49,Private,Divorced,Technical,White,Female,United-States,0
45-49,Private,Divorced,Technical,White,Female,United-States,0
45-49,Private,Divorced,Technical,White,Female,United-States,0
45-49,Private,Divorced,Technical,White,Female,United-States,1
50-59,Private,Divorced,Technical,White,Female,United-States,0
50-59,Private,Divorced,Technical,White,Female,United-States,0
50-59,Private,Divorced,Technical,White,Female,United-States,0
50-59,Private,Divorced,Prof-specialty,White,Female,United-States,0
50-59,Private,Divorced,Prof-specialty,White,Female,United-States,0
50-59,Private,Divorced,Prof-specialty,White,Female,United-States,0
40-59,Self-emp-not-inc,Divorced,Prof-specialty,White,Female,United-States,0
40-59,Self-emp-not-inc,Divorced,Prof-specialty,White,Female,United-States,1
40-59,Self-emp-not-inc,Divorced,Prof-specialty,White,Female,United-States,0
40-44,Private,Divorced,Prof-specialty,White,Female,United-States,0
40-44,Private,Divorced,Prof-specialty,White,Female,United-States,0
40-44,Private,Divorced,Prof-specialty,White,Female,United-States,0
40-44,Private,Divorced,Prof-specialty,White,Female,United-States,0
40-44,Private,Divorced,Prof-specialty,White,Female,United-States,1
45-49,Private,Divorced,Prof-specialty,White,Female,United-States,1
45-49,Private,Divorced,Prof-specialty,White,Female,United-States,1
45-49,Private,Divorced,Prof-specialty,White,Female,United-States,0
45-49,Private,Divorced,Prof-specialty,White,Female,United-States,0
45-49,Private,Divorced,Prof-specialty,White,Female,United-States,0
45-49,Private,Divorced,Prof-specialty,White,Female,United-States,0
45-49,Private,Divorced,Prof-specialty,White,Female,United-States,0
45-49,Private,Divorced,Prof-specialty,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Prof-specialty,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Prof-specialty,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Prof-specialty,White,Female,United-States,1
40-49,Self-emp-not-inc,Divorced,Prof-specialty,White,Female,United-States,0
50-54,Non-Government,Divorced,Technical,White,Female,United-States,0
50-54,Non-Government,Divorced,Technical,White,Female,United-States,0
50-54,Non-Government,Divorced,Technical,White,Female,United-States,0
50-54,Non-Government,Divorced,Technical,White,Female,United-States,1
50-54,Non-Government,Divorced,Technical,White,Female,United-States,1
50-54,Non-Government,Divorced,Technical,White,Female,United-States,0
50-54,Non-Government,Divorced,Technical,White,Female,United-States,1
50-54,Non-Government,Divorced,Technical,White,Female,United-States,0
50-54,Non-Government,Divorced,Technical,White,Female,United-States,0
50-54,Non-Government,Divorced,Technical,White,Female,United-States,1
55-59,Non-Government,Divorced,Prof-specialty,White,Female,United-States,0
55-59,Non-Government,Divorced,Prof-specialty,White,Female,United-States,0
55-59,Non-Government,Divorced,Prof-specialty,White,Female,United-States,0
40-44,Private,Never-married,Prof-specialty,White,Female,United-States,1
40-44,Private,Never-married,Prof-specialty,White,Female,United-States,1
40-44,Private,Never-married,Prof-specialty,White,Female,United-States,1
40-44,Private,Never-married,Prof-specialty,White,Female,United-States,0
40-44,Private,Never-married,Prof-specialty,White,Female,United-States,0
40-44,Private,Never-married,Prof-specialty,White,Female,United-States,0
40-44,Private,Never-married,Prof-specialty,White,Female,United-States,0
40-44,Private,Never-married,Prof-specialty,White,Female,United-States,0
46,Private,Never-married,Technical,White,Female,United-States,0
46,Private,Never-married,Technical,White,Female,United-States,0
46,Private,Never-married,Technical,White,Female,United-States,0
46,Private,Never-married,Technical,White,Female,United-States,0
49,Private,Never-married,Prof-specialty,White,Female,United-States,0
49,Private,Never-married,Prof-specialty,White,Female,United-States,0
49,Private,Never-married,Prof-specialty,White,Female,United-States,0
40-49,Private,Never-married,Technical,White,Female,United-States,0
40-49,Private,Never-married,Technical,White,Female,United-States,0
40-49,Private,Never-married,Technical,White,Female,United-States,0
40-49,Private,Never-married,Technical,White,Female,United-States,0
40-49,Private,Never-married,Technical,White,Female,United-States,0
40-49,Private,Never-married,Technical,White,Female,United-States,1
40-49,Private,Never-married,Technical,White,Female,United-States,1
40-49,Private,Never-married,Prof-specialty,White,Female,Mexico,0
40-49,Private,Never-married,Prof-specialty,White,Female,Mexico,0
40-49,Private,Never-married,Prof-specialty,White,Female,Mexico,0
50-54,Private,Never-married,Technical,White,Female,North America,0
50-54,Private,Never-married,Technical,White,Female,North America,0
50-54,Private,Never-married,Technical,White,Female,North America,0
50-54,Private,Never-married,Technical,White,Female,North America,0
55-59,Private,Never-married,Prof-specialty,White,Female,North America,0
55-59,Private,Never-married,Prof-specialty,White,Female,North America,0
55-59,Private,Never-married,Prof-specialty,White,Female,North America,0
55-59,Private,Never-married,Prof-specialty,White,Female,North America,0
40-59,Self-emp-not-inc,Never-married,Technical,White,Female,United-States,0
40-59,Self-emp-not-inc,Never-married,Technical,White,Female,United-States,0
40-59,Self-emp-not-inc,Never-married,Technical,White,Female,United-States,0
40-44,Private,Never-married,Prof-specialty,White,Female,United-States,1
40-44,Private,Never-married,Prof-specialty,White,Female,United-States,0
40-44,Private,Never-married,Prof-specialty,White,Female,United-States,1
40-44,Private,Never-married,Prof-specialty,White,Female,United-States,0
45-49,Private,Never-married,Prof-specialty,White,Female,United-States,0
45-49,Private,Never-married,Prof-specialty,White,Female,United-States,0
45-49,Private,Never-married,Prof-specialty,White,Female,United-States,1
45-49,Private,Never-married,Prof-specialty,White,Female,United-States,0
50-59,Private,Never-married,Prof-specialty,White,Female,United-States,0
50-59,Private,Never-married,Prof-specialty,White,Female,United-States,0
50-59,Private,Never-married,Prof-specialty,White,Female,United-States,0
50-59,Private,Never-married,Prof-specialty,White,Female,United-States,1
40-59,Private,Never-married,Technical,White,Female,United-States,0
40-59,Private,Never-married,Technical,White,Female,United-States,1
40-59,Private,Never-married,Technical,White,Female,United-States,0
40-59,Private,Never-married,Technical,White,Female,United-States,0
40-59,Private,Never-married,Technical,White,Female,United-States,0
40-59,Private,Never-married,Technical,White,Female,United-States,1
40-59,Private,Never-married,Technical,White,Female,United-States,0
40-59,Private,Never-married,Technical,White,Female,United-States,0
40-59,Private,Never-married,Technical,White,Female,United-States,0
40-59,Private,Never-married,Technical,White,Female,United-States,1
40-59,Private,Never-married,Technical,White,Female,United-States,0
40-59,Private,Never-married,Technical,White,Female,United-States,0
40-59,Private,Never-married,Technical,White,Female,United-States,1
40-59,Private,Never-married,Technical,White,Female,United-States,0
40-59,Private,Never-married,Technical,White,Female,United-States,0
40-59,Private,Never-married,Technical,White,Female,United-States,0
40-59,Private,Never-married,Technical,White,Female,United-States,1
40-49,Self-emp-not-inc,Never-married,Prof-specialty,White,Female,United-States,0
40-49,Self-emp-not-inc,Never-married,Prof-specialty,White,Female,United-States,0
40-49,Self-emp-not-inc,Never-married,Prof-specialty,White,Female,United-States,1
40-49,Self-emp-not-inc,Never-married,Prof-specialty,White,Female,United-States,0
40-49,Self-emp-not-inc,Never-married,Prof-specialty,White,Female,United-States,0
40-49,Private,Separated,Technical,White,Female,United-States,0
40-49,Private,Separated,Technical,White,Female,United-States,0
40-49,Private,Separated,Technical,White,Female,United-States,0
40-44,Private,Separated,Technical,White,Female,United-States,0
40-44,Private,Separated,Technical,White,Female,United-States,0
40-44,Private,Separated,Technical,White,Female,United-States,0
40-59,Private,Separated,Prof-specialty,White,Female,North America,0
40-59,Private,Separated,Prof-specialty,White,Female,North America,0
40-59,Private,Separated,Prof-specialty,White,Female,North America,0
40-59,Private,Separated,Prof-specialty,White,Female,North America,0
40-59,Private,Separated,Prof-specialty,White,Female,North America,0
40-59,Private,Separated,Prof-specialty,White,Female,North America,0
40-44,Non-Government,Widowed,Prof-specialty,White,Female,United-States,1
40-44,Non-Government,Widowed,Prof-specialty,White,Female,United-States,0
40-44,Non-Government,Widowed,Prof-specialty,White,Female,United-States,0
45-49,Non-Government,Widowed,Technical,White,Female,United-States,0
45-49,Non-Government,Widowed,Technical,White,Female,United-States,0
45-49,Non-Government,Widowed,Technical,White,Female,United-States,0
45-49,Non-Government,Widowed,Technical,White,Female,United-States,0
50-54,Private,Widowed,Technical,White,Female,United-States,0
50-54,Private,Widowed,Technical,White,Female,United-States,0
50-54,Private,Widowed,Technical,White,Female,United-States,0
55-59,Non-Government,Widowed,Technical,White,Female,United-States,0
55-59,Non-Government,Widowed,Technical,White,Female,United-States,1
55-59,Non-Government,Widowed,Technical,White,Female,United-States,0
55-59,Non-Government,Widowed,Technical,White,Female,United-States,0
40-49,Non-Government,Widowed,Technical,White,Female,United-States,0
40-49,Non-Government,Widowed,Technical,White,Female,United-States,0
40-49,Non-Government,Widowed,Technical,White,Female,United-States,0
40-49,Non-Government,Widowed,Technical,White,Female,United-States,0
55-59,Private,Widowed,Technical,White,Female,United-States,0
55-59,Private,Widowed,Technical,White,Female,United-States,0
55-59,Private,Widowed,Technical,White,Female,United-States,0
40-59,Private,Widowed,Prof-specialty,White,Female,United-States,0
40-59,Private,Widowed,Prof-specialty,White,Female,United-States,0
40-59,Private,Widowed,Prof-specialty,White,Female,United-States,0
40-59,Non-Government,Married-spouse-absent,Technical,White,Female,United-States,0
40-59,Non-Government,Married-spouse-absent,Technical,White,Female,United-States,0
40-59,Non-Government,Married-spouse-absent,Technical,White,Female,United-States,1
40-59,Non-Government,Married-spouse-absent,Technical,White,Female,United-States,0
40-59,Private,spouse not present,Technical,White,Female,Europe,0
40-59,Private,spouse not present,Technical,White,Female,Europe,0
40-59,Private,spouse not present,Technical,White,Female,Europe,0
40-59,Private,spouse not present,Technical,White,Female,Europe,0
40-59,Private,spouse not present,Technical,White,Female,Europe,0
40-59,Private,spouse not present,Technical,White,Female,Europe,0
40-49,Private,Divorced,Other-service,White,Female,United-States,0
40-49,Private,Divorced,Other-service,White,Female,United-States,1
40-49,Private,Divorced,Other-service,White,Female,United-States,0
40-49,Private,Divorced,Adm-clerical,White,Female,United-States,0
40-49,Private,Divorced,Adm-clerical,White,Female,United-States,0
40-49,Private,Divorced,Adm-clerical,White,Female,United-States,0
40-49,Private,Divorced,Adm-clerical,White,Female,United-States,0
40-49,Private,Divorced,Adm-clerical,White,Female,United-States,0
40-49,Private,Divorced,Adm-clerical,White,Female,United-States,1
40-49,Private,Divorced,Adm-clerical,White,Female,United-States,0
40-49,Private,Divorced,Adm-clerical,White,Female,United-States,0
40-49,Private,Divorced,Adm-clerical,White,Female,United-States,0
41,Private,Divorced,Other,White,Female,United-States,1
41,Private,Divorced,Other,White,Female,United-States,0
41,Private,Divorced,Other,White,Female,United-States,0
41,Private,Divorced,Other,White,Female,United-States,0
41,Private,Divorced,Other,White,Female,United-States,0
42,Private,Divorced,Other,White,Female,United-States,0
42,Private,Divorced,Other,White,Female,United-States,0
42,Private,Divorced,Other,White,Female,United-States,0
42,Private,Divorced,Other,White,Female,United-States,0
42,Private,Divorced,Other,White,Female,United-States,0
42,Private,Divorced,Other,White,Female,United-States,0
42,Private,Divorced,Other,White,Female,United-States,0
43,Private,Divorced,Adm-clerical,White,Female,United-States,0
43,Private,Divorced,Adm-clerical,White,Female,United-States,0
43,Private,Divorced,Adm-clerical,White,Female,United-States,0
43,Private,Divorced,Adm-clerical,White,Female,United-States,0
43,Private,Divorced,Adm-clerical,White,Female,United-States,0
43,Private,Divorced,Adm-clerical,White,Female,United-States,0
43,Private,Divorced,Adm-clerical,White,Female,United-States,0
44,Private,Divorced,Other,White,Female,United-States,0
44,Private,Divorced,Other,White,Female,United-States,0
44,Private,Divorced,Other,White,Female,United-States,0
44,Private,Divorced,Other,White,Female,United-States,0
44,Private,Divorced,Other,White,Female,United-States,0
44,Private,Divorced,Other,White,Female,United-States,0
44,Private,Divorced,Other,White,Female,United-States,0
44,Private,Divorced,Other,White,Female,United-States,0
44,Private,Divorced,Other,White,Female,United-States,0
44,Private,Divorced,Other,White,Female,United-States,0
44,Private,Divorced,Other,White,Female,United-States,0
45,Private,Divorced,Other,White,Female,United-States,0
45,Private,Divorced,Other,White,Female,United-States,0
45,Private,Divorced,Other,White,Female,United-States,0
45,Private,Divorced,Other,White,Female,United-States,0
45,Private,Divorced,Other,White,Female,United-States,0
45,Private,Divorced,Other,White,Female,United-States,0
45,Private,Divorced,Other,White,Female,United-States,0
46,Private,Divorced,Other,White,Female,United-States,0
46,Private,Divorced,Other,White,Female,United-States,0
46,Private,Divorced,Other,White,Female,United-States,0
46,Private,Divorced,Other,White,Female,United-States,0
46,Private,Divorced,Other,White,Female,United-States,0
47,Private,Divorced,Other-service,White,Female,United-States,0
47,Private,Divorced,Other-service,White,Female,United-States,0
47,Private,Divorced,Other-service,White,Female,United-States,0
47,Private,Divorced,Adm-clerical,White,Female,United-States,0
47,Private,Divorced,Adm-clerical,White,Female,United-States,0
47,Private,Divorced,Adm-clerical,White,Female,United-States,0
47,Private,Divorced,Adm-clerical,White,Female,United-States,0
47,Private,Divorced,Adm-clerical,White,Female,United-States,0
48,Private,Divorced,Other,White,Female,United-States,0
48,Private,Divorced,Other,White,Female,United-States,0
48,Private,Divorced,Other,White,Female,United-States,0
48,Private,Divorced,Other,White,Female,United-States,0
48,Private,Divorced,Other,White,Female,United-States,0
48,Private,Divorced,Other,White,Female,United-States,0
48,Private,Divorced,Other,White,Female,United-States,0
49,Private,Divorced,Other,White,Female,United-States,0
49,Private,Divorced,Other,White,Female,United-States,0
49,Private,Divorced,Other,White,Female,United-States,0
49,Private,Divorced,Other,White,Female,United-States,0
49,Private,Divorced,Other,White,Female,United-States,0
49,Private,Divorced,Other,White,Female,United-States,0
50,Private,Divorced,Other,White,Female,United-States,0
50,Private,Divorced,Other,White,Female,United-States,0
50,Private,Divorced,Other,White,Female,United-States,0
50,Private,Divorced,Other,White,Female,United-States,0
50-54,Private,Divorced,Other-service,White,Female,United-States,0
50-54,Private,Divorced,Other-service,White,Female,United-States,0
50-54,Private,Divorced,Other-service,White,Female,United-States,0
55-59,Private,Divorced,Other-service,White,Female,United-States,0
55-59,Private,Divorced,Other-service,White,Female,United-States,0
55-59,Private,Divorced,Other-service,White,Female,United-States,0
55-59,Private,Divorced,Other-service,White,Female,United-States,0
50-59,Private,Divorced,Adm-clerical,White,Female,United-States,0
50-59,Private,Divorced,Adm-clerical,White,Female,United-States,0
50-59,Private,Divorced,Adm-clerical,White,Female,United-States,1
50-59,Private,Divorced,Adm-clerical,White,Female,United-States,0
50-59,Private,Divorced,Adm-clerical,White,Female,United-States,0
50-59,Private,Divorced,Adm-clerical,White,Female,United-States,0
51,Private,Divorced,Adm-clerical,White,Female,United-States,0
51,Private,Divorced,Adm-clerical,White,Female,United-States,0
51,Private,Divorced,Adm-clerical,White,Female,United-States,0
51,Private,Divorced,Adm-clerical,White,Female,United-States,1
51,Private,Divorced,Adm-clerical,White,Female,United-States,0
52,Private,Divorced,Adm-clerical,White,Female,United-States,0
52,Private,Divorced,Adm-clerical,White,Female,United-States,0
52,Private,Divorced,Adm-clerical,White,Female,United-States,0
52,Private,Divorced,Adm-clerical,White,Female,United-States,0
52,Private,Divorced,Adm-clerical,White,Female,United-States,0
53,Private,Divorced,Adm-clerical,White,Female,United-States,0
53,Private,Divorced,Adm-clerical,White,Female,United-States,0
53,Private,Divorced,Adm-clerical,White,Female,United-States,0
53,Private,Divorced,Adm-clerical,White,Female,United-States,0
53,Private,Divorced,Adm-clerical,White,Female,United-States,0
54,Private,Divorced,Adm-clerical,White,Female,United-States,0
54,Private,Divorced,Adm-clerical,White,Female,United-States,0
54,Private,Divorced,Adm-clerical,White,Female,United-States,0
55,Private,Divorced,Adm-clerical,White,Female,United-States,0
55,Private,Divorced,Adm-clerical,White,Female,United-States,0
55,Private,Divorced,Adm-clerical,White,Female,United-States,0
55-59,Private,Divorced,Adm-clerical,White,Female,United-States,0
55-59,Private,Divorced,Adm-clerical,White,Female,United-States,0
55-59,Private,Divorced,Adm-clerical,White,Female,United-States,0
55-59,Private,Divorced,Adm-clerical,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Other,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Other,White,Female,United-States,0
40-49,Self-emp-not-inc,Divorced,Other,White,Female,United-States,0
50-59,Self-emp-not-inc,Divorced,Other,White,Female,United-States,1
50-59,Self-emp-not-inc,Divorced,Other,White,Female,United-States,0
50-59,Self-emp-not-inc,Divorced,Other,White,Female,United-States,0
40-59,Non-Government,Divorced,Other-service,White,Female,United-States,0
40-59,Non-Government,Divorced,Other-service,White,Female,United-States,0
40-59,Non-Government,Divorced,Other-service,White,Female,United-States,0
40-59,Non-Government,Divorced,Other-service,White,Female,United-States,0
40-59,Non-Government,Divorced,Other-service,White,Female,United-States,0
40-59,Non-Government,Divorced,Other-service,White,Female,United-States,0
40-49,Private,Divorced,Adm-clerical,White,Female,United-States,0
40-49,Private,Divorced,Adm-clerical,White,Female,United-States,0
40-49,Private,Divorced,Adm-clerical,White,Female,United-States,0
40-49,Private,Divorced,Adm-clerical,White,Female,United-States,0
40-49,Private,Divorced,Adm-clerical,White,Female,United-States,0
40-44,Private,Divorced,Adm-clerical,White,Female,United-States,0
40-44,Private,Divorced,Adm-clerical,White,Female,United-States,0
40-44,Private,Divorced,Adm-clerical,White,Female,United-States,1
40-44,Private,Divorced,Adm-clerical,White,Female,United-States,0
45-49,Private,Divorced,Adm-clerical,White,Female,United-States,0
45-49,Private,Divorced,Adm-clerical,White,Female,United-States,0
45-49,Private,Divorced,Adm-clerical,White,Female,United-States,0
50-54,Private,Divorced,Adm-clerical,White,Female,United-States,0
50-54,Private,Divorced,Adm-clerical,White,Female,United-States,0
50-54,Private,Divorced,Adm-clerical,White,Female,United-States,0
55-59,Private,Divorced,Adm-clerical,White,Female,United-States,0
55-59,Private,Divorced,Adm-clerical,White,Female,United-States,0
55-59,Private,Divorced,Adm-clerical,White,Female,United-States,0
40-59,Non-Government,Divorced,Other,White,Female,United-States,0
40-59,Non-Government,Divorced,Other,White,Female,United-States,0
40-59,Non-Government,Divorced,Other,White,Female,United-States,0
40-59,Non-Government,Divorced,Other,White,Female,United-States,0
40-49,Private,Divorced,Other,White,Female,Germany,0
40-49,Private,Divorced,Other,White,Female,Germany,0
40-49,Private,Divorced,Other,White,Female,Germany,0
40-49,Private,Divorced,Other,White,Female,Germany,0
40-59,Private,Divorced,Other,White,Female,Europe,0
40-59,Private,Divorced,Other,White,Female,Europe,0
40-59,Private,Divorced,Other,White,Female,Europe,0
40-59,Private,Never-married,Other-service,White,Female,*,0
40-59,Private,Never-married,Other-service,White,Female,*,0
40-59,Private,Never-married,Other-service,White,Female,*,0
40-59,Private,Never-married,Other-service,White,Female,*,0
40-59,Private,Never-married,Other-service,White,Female,*,0
40-59,Private,Never-married,Other-service,White,Female,*,0
40-59,Private,Never-married,Other-service,White,Female,*,0
40-59,Private,Never-married,Other-service,White,Female,*,0
40-44,Private,Never-married,Adm-clerical,White,Female,North America,0
40-44,Private,Never-married,Adm-clerical,White,Female,North America,0
40-44,Private,Never-married,Adm-clerical,White,Female,North America,0
40-44,Private,Never-married,Adm-clerical,White,Female,North America,0
40-44,Private,Never-married,Adm-clerical,White,Female,North America,0
40-44,Private,Never-married,Adm-clerical,White,Female,North America,0
40-44,Private,Never-married,Adm-clerical,White,Female,North America,0
40-44,Private,Never-married,Adm-clerical,White,Female,North America,0
40-44,Private,Never-married,Adm-clerical,White,Female,North America,0
40-44,Private,Never-married,Adm-clerical,White,Female,North America,0
40-44,Private,Never-married,Adm-clerical,White,Female,North America,0
40-44,Private,Never-married,Adm-clerical,White,Female,North America,0
45-49,Private,Never-married,Adm-clerical,White,Female,United-States,0
45-49,Private,Never-married,Adm-clerical,White,Female,United-States,0
45-49,Private,Never-married,Adm-clerical,White,Female,United-States,0
45-49,Private,Never-married,Adm-clerical,White,Female,United-States,0
45-49,Private,Never-married,Adm-clerical,White,Female,United-States,1
45-49,Private,Never-married,Adm-clerical,White,Female,United-States,0
45-49,Private,Never-married,Adm-clerical,White,Female,North America,0
45-49,Private,Never-married,Adm-clerical,White,Female,North America,0
45-49,Private,Never-married,Adm-clerical,White,Female,North America,0
50-54,Non-Government,Never-married,Adm-clerical,White,Female,United-States,1
50-54,Non-Government,Never-married,Adm-clerical,White,Female,United-States,0
50-54,Non-Government,Never-married,Adm-clerical,White,Female,United-States,1
50-54,Non-Government,Never-married,Adm-clerical,White,Female,United-States,0
50-54,Non-Government,Never-married,Adm-clerical,White,Female,United-States,0
55-59,Private,Never-married,Adm-clerical,White,Female,North America,0
55-59,Private,Never-married,Adm-clerical,White,Female,North America,0
55-59,Private,Never-married,Adm-clerical,White,Female,North America,1
55-59,Private,Never-married,Adm-clerical,White,Female,North America,0
55-59,Private,Never-married,Adm-clerical,White,Female,North America,0
40-59,Private,Separated,Other-service,White,Female,*,0
40-59,Private,Separated,Other-service,White,Female,*,0
40-59,Private,Separated,Other-service,White,Female,*,0
40-44,Private,Separated,Adm-clerical,White,Female,United-States,0
40-44,Private,Separated,Adm-clerical,White,Female,United-States,0
40-44,Private,Separated,Adm-clerical,White,Female,United-States,0
40-44,Private,Separated,Adm-clerical,White,Female,United-States,0
40-44,Private,Separated,Adm-clerical,White,Female,United-States,0
45-49,Private,Separated,Adm-clerical,White,Female,*,0
45-49,Private,Separated,Adm-clerical,White,Female,*,0
45-49,Private,Separated,Adm-clerical,White,Female,*,0
45-49,Private,Separated,Adm-clerical,White,Female,*,0
45-49,Private,Separated,Adm-clerical,White,Female,*,0
45-49,Private,Separated,Adm-clerical,White,Female,*,1
50-54,Private,Separated,Adm-clerical,White,Female,United-States,0
50-54,Private,Separated,Adm-clerical,White,Female,United-States,0
50-54,Private,Separated,Adm-clerical,White,Female,United-States,0
40-49,Private,Widowed,Other,White,Female,North America,0
40-49,Private,Widowed,Other,White,Female,North America,0
40-49,Private,Widowed,Other,White,Female,North America,0
40-49,Private,Widowed,Other,White,Female,North America,0
40-49,Private,Widowed,Other,White,Female,North America,0
40-49,Private,Widowed,Other,White,Female,North America,0
40-49,Private,Widowed,Other,White,Female,North America,0
40-49,Private,Widowed,Other,White,Female,North America,0
40-49,Private,Widowed,Other,White,Female,North America,0
40-49,Private,Widowed,Other,White,Female,North America,1
40-49,Private,Widowed,Other,White,Female,North America,0
40-49,Private,Widowed,Other,White,Female,North America,0
40-49,Private,Widowed,Other,White,Female,North America,0
50-59,Private,Widowed,Other-service,White,Female,United-States,0
50-59,Private,Widowed,Other-service,White,Female,United-States,1
50-59,Private,Widowed,Other-service,White,Female,United-States,0
50-59,Private,Widowed,Other-service,White,Female,United-States,0
50-54,Private,Widowed,Adm-clerical,White,Female,United-States,0
50-54,Private,Widowed,Adm-clerical,White,Female,United-States,0
50-54,Private,Widowed,Adm-clerical,White,Female,United-States,0
50-54,Private,Widowed,Adm-clerical,White,Female,United-States,0
50-54,Private,Widowed,Adm-clerical,White,Female,United-States,0
50-54,Private,Widowed,Adm-clerical,White,Female,United-States,0
50-54,Private,Widowed,Adm-clerical,White,Female,United-States,0
55-59,Private,Widowed,Adm-clerical,White,Female,United-States,0
55-59,Private,Widowed,Adm-clerical,White,Female,United-States,0
55-59,Private,Widowed,Adm-clerical,White,Female,United-States,1
40-59,Self-emp-not-inc,Widowed,Other,White,Female,United-States,0
40-59,Self-emp-not-inc,Widowed,Other,White,Female,United-States,0
40-59,Self-emp-not-inc,Widowed,Other,White,Female,United-States,0
40-59,Non-Government,Married-spouse-absent,Other,White,Female,North America,0
40-59,Non-Government,Married-spouse-absent,Other,White,Female,North America,0
40-59,Non-Government,Married-spouse-absent,Other,White,Female,North America,0
40-59,Non-Government,Married-spouse-absent,Other,White,Female,North America,1
40-59,Non-Government,Married-spouse-absent,Other,White,Female,North America,0
40-59,Non-Government,Married-spouse-absent,Other,White,Female,North America,0
40-59,Non-Government,Married-spouse-absent,Other,White,Female,North America,1
40-59,Non-Government,Married-spouse-absent,Other,White,Female,North America,0
40-44,Private,Divorced,Sales,White,Female,United-States,0
40-44,Private,Divorced,Sales,White,Female,United-States,0
40-44,Private,Divorced,Sales,White,Female,United-States,0
45-49,Private,Divorced,Sales,White,Female,United-States,0
